threshold,f1,accuracy
0.05,0.541668348198071,0.8741522982137316
0.1,0.588768115942029,0.899383892557954
0.15000000000000002,0.6193003144654087,0.9141438766012144
0.2,0.6388555317704798,0.9233522450246
0.25,0.6564529558701082,0.9314192633305262
0.3,0.6697129466900996,0.9375249324054785
0.35000000000000003,0.677445134321018,0.9418576304241834
0.4,0.6839765479028413,0.9456473560569124
0.45,0.6865530940677397,0.9484176233322991
0.5,0.6902815622161671,0.9508776206728425
0.55,0.6873284207484468,0.9520411329285049
0.6000000000000001,0.6823459362905626,0.9527059970745978
0.6500000000000001,0.676229193832937,0.9532268073223704
0.7000000000000001,0.6668249821895037,0.9533597801515891
0.7500000000000001,0.6531546256946714,0.9529719427330349
0.8,0.6362244897959184,0.9525951863835823
0.8500000000000001,0.6067657061034545,0.9513097823678028
0.9000000000000001,0.548679390784654,0.9481184344665573
0.9500000000000001,0.45704107292539814,0.9425778999157839
